   ,DRUG_CODE,DRUG_SPEC,FIRM_ID,UNITS,TRADE_PRICE,RETAIL_PRICE,AMOUNT_PER_PACKAGE,MIN_SPEC,MIN_UNITS,CLASS_ON_INP_RCPT,CLASS_ON_OUTP_RCPT,CLASS_ON_RECKONING,SUBJ_CODE,CLASS_ON_MR,START_DATE,STOP_DATE,MAX_RETAIL_PRICE,GMP,CGLX
5453,2000805400,1.1g/10g,广东一方,包,1.61,2.0125,1,1.1g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5454,2000805500,0.7g/6g,广东一方,包,2.44,3.05,1,0.7g/6g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5455,2000805700,0.6g/10g,广东一方,包,1.14,1.425,1,0.6g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5456,2000805800,0.7g/6g,广东一方,包,0.92,1.15,1,0.7g/6g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5457,2000805900,1.0g/6g,广东一方,包,0.81,1.0125,1,1.0g/6g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5458,2000806000,3.0g/10g,广东一方,包,1.29,1.6125,1,3.0g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5459,2000806100,2.0g/10g,广东一方,包,1.03,1.2875,1,2.0g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5460,2000806200,0.9g/10g,广东一方,包,2.44,3.05,1,0.9g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5461,2000806300,2.5g/10g,广东一方,包,0.85,1.0625,1,2.5g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5462,2000806400,1.3g/10g,广东一方,包,3.09,3.8625,1,1.3g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5463,2000806800,0.7g/10g,广东一方,包,0.78,0.975,1,0.7g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5464,2000806900,3.0g/10g,广东一方,包,3.22,4.025,1,3.0g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5465,2000807100,2.5g/10g,广东一方,包,1.51,1.8875,1,2.5g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5466,2000807200,2.5g/15g,广东一方,包,1.31,1.6375,1,2.5g/15g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5467,2000807300,1.1g/10g,广东一方,包,1.04,1.3,1,1.1g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5468,1900055200,1g,安徽省亳州,克,3.64,4.55,1,1g,克,C,C,A03,A03,E,2015/7/28 9:54,,,,4
5469,1900055200,1g*1000,安徽省亳州,千克,3640,4550,1000,1g,克,C,C,A03,A03,E,2015/7/28 9:54,,,,4
5470,102007000,0.5mg*7,江西青峰,盒,105,105,7,0.5mg,粒,A,A,A01,A01,C,2017/1/12 17:00,,,,4
5471,1700006400,20mg:2ml,江苏济川,支,11.56,11.56,1,20mg:2ml,支,A,A,A01,A01,C,2017/1/12 17:00,,,,4
5472,1300007700,2.5g:10ml,杭州民生,支,0.84,0.84,1,2.5g:10ml,支,A,A,A01,A01,C,2017/1/12 14:50,2017/2/24 11:20,,,4
5473,1400001700,0.5mg:2ml,福州海王福,支,7.18,7.18,1,0.5mg:2ml,支,A,A,A01,A01,C,2017/1/12 15:42,,,Y,4
5474,1100000200,100mg,山东鲁西,片,0.045,0.045,1,100mg,片,A,A,A01,A01,C,2017/1/12 15:47,,,Y,4
5475,1100000200,100mg*100,山东鲁西,瓶,4.5,4.5,100,100mg,片,A,A,A01,A01,C,2017/1/12 15:47,,,Y,4
5476,2000870072,0.7g/10g,广东一方,包,0.83,1.0375,1,0.7g/10g,包,C,C,A03,A03,E,2017/3/16 9:22,,,Y,4
5477,102001600,0.2g*100,武汉远大,瓶,2.3,2.3,100,0.2g,片,A,A,A01,A01,C,2016/3/22 17:00,2016/11/17 17:00,,,4
5478,102001600,0.2g,武汉远大,片,0.023,0.023,1,0.2g,片,A,A,A01,A01,C,2016/3/22 17:00,2016/11/17 17:00,,,4
5479,1300000200,10mg:1ml,上海旭东海,支,5.1,5.1,1,10mg:1ml,支,A,A,A01,A01,C,2016/4/15 17:00,,,,4
5480,400001200,0.2g:10ml,上海朝晖,支,1.58,1.58,1,0.2g:10ml,支,A,A,A01,A01,C,2016/11/18 17:00,2017/4/10 17:00,,,4
5481,1801004500,2ml,广东万正,支,22.96,22.96,1,2ml,支,A,A,A01,A01,C,2014/12/31 15:06,,,Y,4
5482,400001200,0.2g:10ml,上海朝晖,支,1.1,1.1,1,0.2g:10ml,支,A,A,A01,A01,C,2016/9/5 17:00,2016/11/18 17:00,,,4
5483,1500002800,5mg*100,天津力生,瓶,8.5,8.5,100,5mg,片,A,A,A01,A01,C,2016/11/7 16:06,,,,4
5484,1500002800,5mg,天津力生,片,0.085,0.085,1,5mg,片,A,A,A01,A01,C,2016/11/7 16:06,,,,4
5485,400002600,2mg*100,江苏恩华,瓶,14,14,100,2mg,片,A,A,A01,A01,C,2017/3/20 17:00,,,,4
5486,1900057410,1.5g/40袋,云南七丹,盒,560,700,1,1.5g/40袋,盒,C,C,A03,A03,E,2017/4/10 15:06,,,Y,4
5487,1900057411,1.5g/40袋,云南七丹,盒,480,600,1,1.5g/40袋,盒,C,C,A03,A03,E,2017/4/10 15:07,,,Y,4
5488,1900057413,1.5g/10袋,云南七丹,盒,218.8,273.5,1,1.5g/10袋,盒,C,C,A03,A03,E,2017/4/10 15:08,,,Y,4
5489,1900057414,0.5g/3袋,青海金本,盒,108,135,1,0.5g/3袋,盒,C,C,A03,A03,E,2017/4/10 15:09,,,Y,4
5490,1801004800,0.25g,陕西东泰,粒,16.0881,16.0881,1,0.25g,粒,A,A,A01,A01,C,2015/10/15 15:29,,,Y,4
5491,1801004800,0.25g*16,陕西东泰,盒,257.41,257.41,16,0.25g,粒,A,A,A01,A01,C,2015/10/15 15:29,,,Y,4
5492,1900010100,1g*1000,江西仁翔药,千克,1000,1250,1000,1g,克,C,C,A03,A03,E,2015/11/12 10:02,2016/5/9 9:00,,,4
5493,1600001000,5mg*100,湖北华中,瓶,3,3,100,5mg,片,A,A,A01,A01,C,2016/4/1 17:00,,,,4
5494,1600001000,5mg,湖北华中,片,0.03,0.03,1,5mg,片,A,A,A01,A01,C,2016/4/1 17:00,,,,4
5495,500002400,10mg*100,北京中新,盒,4.6,4.6,100,10mg,片,A,A,A01,A01,C,2016/4/1 17:00,2016/5/31 17:00,,,4
5496,500002400,10mg,北京中新,片,0.046,0.046,1,10mg,片,A,A,A01,A01,C,2016/4/1 17:00,2016/5/31 17:00,,,4
5497,1200000700,40mg,悦康药业,支,20.67,20.67,1,40mg,支,A,A,A01,A01,C,2016/8/3 11:35,2016/8/3 11:39,,,4
5498,1200000700,40mg,悦康药业,支,20.67,20.67,1,40mg,支,A,A,A01,A01,C,2016/8/3 11:39,2016/8/3 11:41,,,4
5499,1200000700,40mg,悦康药业,支,20.67,20.67,1,40mg,支,A,A,A01,A01,C,2016/8/3 11:41,,,,4
5500,800004800,0.25g:10ml,上海旭东海,支,13.04,13.04,1,0.25g:10ml,支,A,A,A01,A01,C,2016/11/2 14:22,2017/4/10 17:00,,,4
5501,1200000200,0.5mg,河南润弘,支,0.5,0.5,1,0.5mg,支,A,A,A01,A01,C,2016/11/16 14:50,2017/4/5 10:03,,,4
5502,1400000900,25mg*100,天津力生,瓶,2.7,2.7,100,25mg,片,A,A,A01,A01,C,2016/11/16 14:50,2017/1/10 17:00,,,4
5503,1400000900,25mg,天津力生,片,0.027,0.027,1,25mg,片,A,A,A01,A01,C,2016/11/16 14:50,2017/1/10 17:00,,,4
5504,1300001900,10mg,北京嘉林,片,3.8757,3.8757,1,10mg,片,A,A,A01,A01,C,2016/4/12 11:07,2016/4/12 11:07,,Y,4
5505,1300001900,10mg*7,北京嘉林,盒,27.13,27.13,7,10mg,片,A,A,A01,A01,C,2016/4/12 11:07,2016/4/12 11:07,,Y,4
5506,1300014200,10mg,北京嘉林,片,3.8757,3.8757,1,10mg,片,A,A,A01,A01,C,2016/4/12 11:10,,,Y,4
5507,1300014200,10mg*7,北京嘉林,盒,27.13,27.13,7,10mg,片,A,A,A01,A01,C,2016/4/12 11:10,,,Y,4
5508,1300011300,0.2g,西安力邦,粒,3.478,3.478,1,0.2g,粒,A,A,A01,A01,C,2016/5/27 8:59,,,Y,4
5509,1300011300,0.2g*15,西安力邦,盒,52.17,52.17,15,0.2g,粒,A,A,A01,A01,C,2016/5/27 8:59,,,Y,4
5510,101011700,0.1g,山西云鹏,片,5.6,5.6,1,0.1g,片,A,A,A01,A01,C,2016/5/27 9:21,2016/5/27 9:21,,Y,4
5511,101011700,0.1g*100,山西云鹏,瓶,5.6,5.6,100,0.1g,片,A,A,A01,A01,C,2016/5/27 9:21,2016/8/5 17:00,,Y,4
5512,101011700,0.1g,山西云鹏,片,0.056,0.056,1,0.1g,片,A,A,A01,A01,C,2016/5/27 9:21,2016/8/5 17:00,,Y,4
5513,1300012100,4mg*100,上海信谊药,盒,9.8,9.8,100,4mg,片,A,A,A01,A01,C,2016/7/4 17:00,,,,4
5514,1300012100,4mg,上海信谊药,片,0.098,0.098,1,4mg,片,A,A,A01,A01,C,2016/7/4 17:00,,,,4
5515,1600001100,100mg,河南润弘,支,0.3,0.3,1,100mg,支,A,A,A01,A01,C,2017/2/13 17:00,,,,4
5516,1900045700,1g,江西仁翔药,克,0.1,0.125,1,1g,克,C,C,A03,A03,E,2017/3/24 8:32,,,,4
5517,1900045700,1g*1000,江西仁翔药,千克,100,125,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:32,,,,4
5518,1900053200,1g,江西仁翔药,克,0.018,0.0225,1,1g,克,C,C,A03,A03,E,2017/3/24 8:35,,,,4
5519,1900053200,1g*1000,江西仁翔药,千克,18,22.5,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:35,,,,4
5520,1900051900,1g,江西仁翔药,克,0.039,0.0488,1,1g,克,C,C,A03,A03,E,2017/3/24 8:38,,,,4
5521,1900051900,1g*1000,江西仁翔药,千克,39,48.75,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:38,,,,4
5522,1900054200,1g,江西仁翔药,克,0.02,0.025,1,1g,克,C,C,A03,A03,E,2017/3/24 8:40,,,,4
5523,1900054200,1g*1000,江西仁翔药,千克,20,25,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:40,,,,4
5524,1900020700,1g,江西仁翔药,克,0.098,0.1225,1,1g,克,C,C,A03,A03,E,2017/3/24 8:42,,,,4
5525,1900020700,1g*1000,江西仁翔药,千克,98,122.5,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:42,,,,4
5526,1900046100,1g,江西仁翔药,克,0.198,0.2475,1,1g,克,C,C,A03,A03,E,2017/3/24 8:45,,,,4
5527,1900046100,1g*1000,江西仁翔药,千克,198,247.5,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:45,,,,4
5528,1900009700,1g,安徽省亳州,克,0.135,0.1688,1,1g,千克,C,C,A03,A03,E,2017/3/24 8:48,,,,4
5529,1900009700,1g*1000,安徽省亳州,千克,135,168.75,1000,1g,千克,C,C,A03,A03,E,2017/3/24 8:48,,,,4
5530,1900054500,1g,安徽省亳州,克,0.48,0.6,1,1g,克,C,C,A03,A03,E,2017/3/24 8:50,2017/3/27 10:47,,,4
5531,1900054500,1g*1000,安徽省亳州,千克,480,600,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:50,2017/3/27 10:47,,,4
5532,1900020200,1g,江西仁翔药,克,0.035,0.0438,1,1g,克,C,C,A03,A03,E,2017/3/24 8:52,,,,4
5533,1900020200,1g*1000,江西仁翔药,千克,35,43.75,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:52,,,,4
5534,1900055800,1g,江西仁翔药,克,0.116,0.145,1,1g,克,C,C,A03,A03,E,2017/3/24 8:54,,,,4
5535,1900055800,1g*1000,江西仁翔药,千克,116,145,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:54,,,,4
5536,2000807400,1.2g/10g,广东一方,包,2.28,2.85,1,1.2g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5537,2000807600,1.1g/10g,广东一方,包,1.96,2.45,1,1.1g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5538,2000808300,1.5g/15g,广东一方,包,1.37,1.7125,1,1.5g/15g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5539,2000808400,0.7g/10g,广东一方,包,1.04,1.3,1,0.7g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5540,2000808700,1.3g/10g,广东一方,包,0.87,1.0875,1,1.3g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5541,2000808800,2.5g/15g,广东一方,包,1.17,1.4625,1,2.5g/15g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5542,2000809000,1.7g/10g,广东一方,包,1.73,2.1625,1,1.7g/10g,包,C,C,A03,A03,E,2016/7/12 16:28,,,,4
5543,1300012700,60mg,广东顺峰,支,29.22,29.22,1,60mg,支,A,A,A01,A01,C,2015/2/5 10:42,,,Y,4
5544,1200007300,0.3g*48,江西本真,盒,35.22,35.22,48,0.3g,片,A,A,A01,A01,C,2015/2/5 15:26,,,Y,4
5545,1200007300,0.3g,江西本真,片,0.7338,0.7338,1,0.3g,片,A,A,A01,A01,C,2015/2/5 15:26,,,Y,4
5546,700002700,5mg*100,北京燕京,瓶,5.87,5.87,100,5mg,片,A,A,A01,A01,C,2015/5/5 17:00,,,,4
5547,700002700,5mg,北京燕京,片,0.0587,0.0587,1,5mg,片,A,A,A01,A01,C,2015/5/5 17:00,,,,4
5548,1000000700,200mg,赛诺菲安万,片,2.2493,2.2493,1,200mg,片,A,A,A01,A01,C,2015/7/23 10:55,2015/8/11 10:45,,Y,4
5549,1000000700,200mg*30,赛诺菲安万,盒,67.48,67.48,30,200mg,片,A,A,A01,A01,C,2015/7/23 10:55,2015/8/11 14:45,,Y,4
5550,1900001800,1g,安徽省亳州,克,0.049,0.0613,1,1g,克,C,C,A03,A03,E,2015/10/14 8:56,2016/5/9 9:08,,,4
5551,1900001800,1g*1000,安徽省亳州,千克,49,61.25,1000,1g,克,C,C,A03,A03,E,2015/10/14 8:56,2016/5/9 9:08,,,4
5552,1900052900,1g,安徽省亳州,克,0.31,0.3875,1,1g,克,C,C,A03,A03,E,2015/10/14 9:02,2016/12/15 9:04,,,4
5553,1900052900,1g*1000,安徽省亳州,千克,310,387.5,1000,1g,克,C,C,A03,A03,E,2015/10/14 9:02,2016/12/15 9:04,,,4
5554,1900005700,1g,江西仁翔药,克,0.2214,0.2768,1,1g,克,C,C,A03,A03,E,2015/10/14 9:05,,,,4
5555,1900005700,1g*1000,江西仁翔药,千克,221.4,276.75,1000,1g,克,C,C,A03,A03,E,2015/10/14 9:05,,,,4
5556,1200004000,0.2g:2ml,广东南国,支,0.5,0.5,1,0.2g:2ml,支,A,A,A01,A01,C,2016/6/23 17:00,2016/12/1 17:00,,,4
5557,500002800,10mg*100,湖北华中,瓶,1.8,1.8,100,10mg,片,A,A,A01,A01,C,2016/6/23 17:00,2016/7/29 8:36,,,4
5558,500002800,10mg,湖北华中,片,0.018,0.018,1,10mg,片,A,A,A01,A01,C,2016/6/23 17:00,2016/7/29 8:36,,,4
5559,300005000,750mg,江苏正大,片,3.13,3.13,1,750mg,片,A,A,A01,A01,C,2016/9/23 9:03,,,Y,4
5560,300005000,750mg*12,江苏正大,盒,37.56,37.56,12,750mg,片,A,A,A01,A01,C,2016/9/23 9:03,,,Y,4
5561,1700006100,0.1g,济南康福,片,0.7917,0.7917,1,0.1g,片,A,A,A01,A01,C,2016/9/23 9:05,,,Y,4
5562,1700006100,0.1g*48,济南康福,盒,38,38,48,0.1g,片,A,A,A01,A01,C,2016/9/23 9:05,,,Y,4
5563,300003100,100mg*100,上海信谊万,瓶,30,30,100,100mg,片,A,A,A01,A01,C,2016/9/23 17:00,2017/5/4 9:09,,,4
5564,300003100,100mg,上海信谊万,片,0.3,0.3,1,100mg,片,A,A,A01,A01,C,2016/9/23 17:00,2017/5/4 9:09,,,4
5565,102000700,100mg, 浙江亚太,支,1.36,1.36,1,100mg,支,A,A,A01,A01,C,2016/12/16 8:51,,,Y,4
5566,1900050700,1g,江西仁翔药,克,0.0429,0.0493,1,1g,克,C,C,A03,A03,E,2016/12/26 16:28,,,,4
5567,1900050700,1g*1000,江西仁翔药,千克,42.86,53.575,1000,1g,克,C,C,A03,A03,E,2016/12/26 16:28,,,,4
5568,1900033100,1g,江西仁翔药,克,0.0725,0.0906,1,1g,克,C,C,A03,A03,E,2016/12/26 16:28,,,,4
5569,1900033100,1g*1000,江西仁翔药,千克,72.5,90.625,1000,1g,克,C,C,A03,A03,E,2016/12/26 16:28,,,,4
5570,1900001600,1g,安徽省亳州,克,0.125,0.1563,1,1g,克,C,C,A03,A03,E,2016/12/26 16:31,2017/1/24 8:48,,,4
5571,1900001600,1g*1000,安徽省亳州,千克,125,156.25,1000,1g,克,C,C,A03,A03,E,2016/12/26 16:31,2017/1/24 8:48,,,4
5572,700009200,0.2mg,成都倍特,支,232,232,1,0.2mg,支,A,A,A01,A01,C,2017/3/27 15:11,,,Y,4
5573,101011700,0.1g,天津力生,片,0.07,0.07,1,0.1g,片,A,A,A01,A01,C,2017/4/24 9:47,,7,Y,4
5574,101011700,0.1g*100,天津力生,瓶,7,7,100,0.1g,片,A,A,A01,A01,C,2017/4/24 9:47,,7,Y,4
5575,101012200,100ml,江苏豪森,瓶,92.17,92.17,1,100ml,瓶,A,A,A01,A01,C,2017/4/24 9:52,,,Y,4
5576,700002400,4mg*24,意大利,盒,29.65,29.65,24,4mg,片,A,A,A01,A01,C,2016/1/4 14:05,2017/2/16 10:38,,,4
5577,700002400,4mg,意大利,片,1.2354,1.2354,1,4mg,片,A,A,A01,A01,C,2016/1/4 14:05,2017/2/16 10:38,,,4
5578,1600000200,500ml(玻璃),辰欣药业,瓶,1.8,1.8,1,500ml(玻璃),瓶,A,A,A01,A01,C,2016/1/4 16:04,,,,4
5579,1500003200,20mg*100,江苏鹏遥,盒,4.8,4.8,100,20mg,片,A,A,A01,A01,C,2016/8/30 17:00,2016/12/2 17:00,,,4
5580,1500003200,20mg,江苏鹏遥,片,0.048,0.048,1,20mg,片,A,A,A01,A01,C,2016/8/30 17:00,2016/12/2 17:00,,,4
5581,1803002500,1片*100,广东罗浮山,盒,5.3,5.3,100,1片,片,A,A,A01,A01,C,2016/12/28 17:00,,,,4
5582,1300008000,2mg:1ml,上海禾丰,支,6.5,6.5,1,2mg:1ml,支,A,A,A01,A01,C,2016/12/28 17:00,2017/1/10 15:10,,,4
5583,1300007400,20mg:2ml,上海禾丰,支,21.4,21.4,1,20mg:2ml,支,A,A,A01,A01,C,2016/12/28 17:00,2016/12/28 17:07,,,4
5584,1900002000,1g,安徽省亳州,克,0.0843,0.1054,1,1g,克,C,C,A03,A03,E,2015/8/20 11:04,,,,4
5585,1900002000,1g*1000,安徽省亳州,千克,84.3,105.4,1000,1g,克,C,C,A03,A03,E,2015/8/20 11:04,,,,4
5586,1900003900,1g,安徽省亳州,克,0.0657,0.0821,1,1g,克,C,C,A03,A03,E,2015/8/20 11:04,,,,4
5587,1900003900,1g*1000,安徽省亳州,千克,65.7,82.125,1000,1g,克,C,C,A03,A03,E,2015/8/20 11:04,,,,4
5588,1900033700,1g,江西仁翔药,克,0.063,0.0788,1,1g,克,C,C,A03,A03,E,2015/8/20 11:04,,,,4
5589,1900033700,1g*1000,江西仁翔药,千克,63,78.75,1000,1g,克,C,C,A03,A03,E,2015/8/20 11:04,,,,4
5590,1900053700,1g,安徽省亳州,克,0.0389,0.0486,1,1g,克,C,C,A03,A03,E,2016/1/8 8:56,2017/3/24 9:08,,,4
5591,1900053700,1g*1000,安徽省亳州,千克,38.9,48.625,1000,1g,克,C,C,A03,A03,E,2016/1/8 8:56,2017/3/24 9:08,,,4
5592,1900056100,1g,江西仁翔药,克,0.02,0.025,1,1g,克,C,C,A03,A03,E,2016/1/8 8:59,,,,4
5593,1900056100,1g*1000,江西仁翔药,千克,20,25,1000,1g,克,C,C,A03,A03,E,2016/1/8 8:59,,,,4
5594,1900038800,1g,江西仁翔药,克,0.07,0.0875,1,1g,克,C,C,A03,A03,E,2016/1/8 9:03,,,,4
5595,1900038800,1g*1000,江西仁翔药,千克,70,87.5,1000,1g,克,C,C,A03,A03,E,2016/1/8 9:03,,,,4
5596,1900021500,1g,安徽省亳州,克,0.098,0.1225,1,1g,克,C,C,A03,A03,E,2016/1/8 9:06,2016/1/13 9:55,,,4
5597,1900021500,1g*1000,安徽省亳州,千克,98,122.5,1000,1g,克,C,C,A03,A03,E,2016/1/8 9:06,2016/1/13 9:55,,,4
5598,1400000800,20mg:2ml,河南润弘,支,0.48,0.48,1,20mg:2ml,支,A,A,A01,A01,C,2016/1/28 17:00,2016/12/29 17:00,,,4
5599,1300007600,10mg:1ml,上海禾丰,支,8.09,8.09,1,10mg:1ml,支,A,A,A01,A01,C,2016/1/28 10:57,,,Y,4
5600,102006100,0.1g:1ml,河南天方,支,0.24,0.24,1,0.1g:1ml,支,A,A,A01,A01,C,2016/4/14 8:34,,,Y,4
5601,1300007500,20mg:2ml,山东方明,支,7.2,7.2,1,20mg:2ml,支,A,A,A01,A01,C,2016/5/16 17:00,,,,4
5602,1500005800,100mg:5ml,山西普德,支,46.5,46.5,1,100mg:5ml,支,A,A,A01,A01,C,2016/5/16 15:49,,,Y,4
5603,1600001300,0.5g:10ml,上海现代,支,0.62,0.62,1,0.5g:10ml,支,A,A,A01,A01,C,2016/10/21 10:54,2016/10/21 11:05,,,4
5604,1600001300,0.5g:10ml,上海现代,支,0.62,0.62,1,0.5g:10ml,支,A,A,A01,A01,C,2016/10/21 11:05,2016/11/30 17:00,,,4
5605,1900001600,1g,安徽省亳州,克,0.165,0.2063,1,1g,克,C,C,A03,A03,E,2017/1/24 8:48,,,,4
5606,1900001600,1g*1000,安徽省亳州,千克,165,206.25,1000,1g,克,C,C,A03,A03,E,2017/1/24 8:48,,,,4
5607,1900001000,1g,安徽省亳州,克,0.079,0.0988,1,1g,克,C,C,A03,A03,E,2017/3/24 8:56,,,,4
5608,1900001000,1g*1000,安徽省亳州,千克,79,98.75,1000,1g,克,C,C,A03,A03,E,2017/3/24 8:56,,,,4
5609,1900022100,1g,安徽省亳州,克,0.08,0.1,1,1g,克,C,C,A03,A03,E,2017/3/24 9:01,,,,4
5610,1900022100,1g*1000,安徽省亳州,千克,80,100,1000,1g,克,C,C,A03,A03,E,2017/3/24 9:01,,,,4
5611,1900057200,1g,江西仁翔药,克,0.018,0.0225,1,1g,克,C,C,A03,A03,E,2017/3/24 9:01,,,,4
5612,1900057200,1g*1000,江西仁翔药,千克,18,22.5,1000,1g,克,C,C,A03,A03,E,2017/3/24 9:01,,,,4
5613,1900053700,1g,安徽省亳州,克,0.069,0.0863,1,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5614,1900053700,1g*1000,安徽省亳州,千克,69,86.25,1000,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5615,1900046300,1g,江西仁翔药,克,0.05,0.0625,1,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5616,1900046300,1g*1000,江西仁翔药,千克,50,62.5,1000,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5617,1900054000,1g,安徽省亳州,克,0.266,0.3325,1,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5618,1900054000,1g*1000,安徽省亳州,千克,266,332.5,1000,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5619,1900021500,1g,安徽省亳州,克,0.146,0.1825,1,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5620,1900021500,1g*1000,安徽省亳州,千克,146,182.5,1000,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5621,1900045000,1g,安徽省亳州,克,0.04,0.05,1,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5622,1900045000,1g*1000,安徽省亳州,千克,40,50,1000,1g,克,C,C,A03,A03,E,2017/3/24 9:08,,,,4
5623,2000870073,30支/1000g,安徽广印堂,千克,4660,5359,1,30支/1000g,千克,C,C,A03,A03,E,2017/3/24 9:33,,,Y,4
5624,2000870073,30支/1g,安徽广印堂,克,4.66,5.359,1,30支/1g,克,C,C,A03,A03,E,2017/3/24 9:33,,,Y,4
5625,800009100,50mg*30,山西振东,粒,1013.04,1013.04,30,50mg,粒,A,A,A01,A01,C,2015/2/6 16:24,2015/2/6 16:24,,Y,4
5626,800009100,50mg*30,山西振东,盒,1013.04,1013.04,30,50mg,粒,A,A,A01,A01,C,2015/2/6 16:27,,,Y,4
5627,800009100,50mg,山西振东,粒,33.768,33.768,1,50mg,粒,A,A,A01,A01,C,2015/2/6 16:27,,,Y,4
5628,1300007500,20mg:2ml,马鞍山丰原,支,2.9,2.9,1,20mg:2ml,支,A,A,A01,A01,C,2015/2/13 15:47,2015/7/24 14:44,,,4
5629,700003500,20mg:1ml,浙江仙琚,支,1.5,1.5,1,20mg:1ml,支,A,A,A01,A01,C,2015/2/13 15:47,,,,4
5630,1300012100,4mg*100,上海信谊药,盒,3,3,100,4mg,片,A,A,A01,A01,C,2015/2/13 15:47,2015/12/15 17:00,,,4
5631,1300012100,4mg,上海信谊药,片,0.03,0.03,1,4mg,片,A,A,A01,A01,C,2015/2/13 15:47,2015/12/15 17:00,,,4
5632,400001800,0.1g,福建古田,支,2.6,2.6,1,0.1g,支,A,A,A01,A01,C,2015/11/24 10:11,,,,4
5633,700002500,20mg,国药集团药,瓶,11.74,11.74,1,20mg,瓶,A,A,A01,A01,C,2016/3/22 15:58,,,Y,4
5634,102007600,0.2g,扬子江药业,片,206.6667,206.6667,1,0.2g,片,A,A,A01,A01,C,2016/11/11 9:59,,,Y,4
5635,102007600,0.2g*6,扬子江药业,片,1240,1240,6,0.2g,片,A,A,A01,A01,C,2016/11/11 9:59,2016/11/25 9:37,,Y,4
5636,1700010800,10ml,烟台鲁银,支,238,238,1,10ml,支,A,A,A01,A01,C,2017/2/24 10:05,,,Y,4
5637,1500004600,50mg,上海第一生,支,49.2,49.2,1,50mg,支,A,A,A01,A01,C,2017/2/24 11:20,,,,4
5638,1300007700,2.5g:10ml,杭州民生,支,3.8,3.8,1,2.5g:10ml,支,A,A,A01,A01,C,2017/2/24 11:20,,,,4
5639,1900057300,1条,安徽省亳州,条,1.4,1.75,1,1条,条,C,C,A03,A03,E,2014/12/11 10:32,2015/2/13 9:26,,,4
5640,700003900,1000iu,马鞍山丰原,支,4.4,4.4,1,1000iu,支,A,A,A01,A01,C,2015/5/15 10:59,,,Y,4
5641,1700010000,0.5g:20ml,开封康诺,支,1.3,1.3,1,0.5g:20ml,支,A,A,A01,A01,C,2015/7/8 17:07,2015/9/7 17:00,,,4
5642,1801002500,10ml,长白山制药,支,50,50,1,10ml,支,A,A,A01,A01,C,2015/7/8 17:07,,,,4
5643,1900039600,1g,江西仁翔药,克,0.15,0.1875,1,1g,克,C,C,A03,A03,E,2015/8/10 9:13,2015/8/10 9:25,,,4
5644,1900039600,1g*1000,江西仁翔药,千克,150,187.5,1000,1g,克,C,C,A03,A03,E,2015/8/10 9:13,2015/8/10 9:25,,,4
5645,600000500,100mg*100, 临汾奇林,瓶,5,5,100,100mg,片,A,A,A01,A01,C,2015/10/16 9:45,,,,4
5646,600000500,100mg, 临汾奇林,片,0.05,0.05,1,100mg,片,A,A,A01,A01,C,2015/10/16 9:45,,,,4
